dataID,HHuniqueID,Communication.x,LastContactDay.x,LastContactMonth.x,NoOfContacts.x,DaysPassed.x,PrevAttempts.x,past_Outcome,CallStart.x,CallEnd.x,Y_AcceptedOffer,carMake,carModel,carYr,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age.x,Job.x,Marital.x,Education.x,DefaultOnRecord,RecentBalance,HHInsurance.x,CarLoan.x,Age.y,Job.y,Marital.y,Education.y,Default,Balance,HHInsurance.y,CarLoan.y,Communication.y,LastContactDay.y,LastContactMonth.y,NoOfContacts.y,DaysPassed.y,PrevAttempts.y,Outcome,CallStart.y,CallEnd.y,CarInsurance
90,HH2dca085566,cellular,24,jul,1,-1,0,,10:52:25,11:12:29,Accepted,Ford,Mustang,2019,F,,,FALSE,3,TRUE,41,entrepreneur,single,secondary,0,663,0,0,41,entrepreneur,single,secondary,0,663,0,0,cellular,24,jul,1,-1,0,,10:52:25,11:12:29,1
91,HH7fb9c920bd,,6,may,1,-1,0,,17:54:01,18:14:02,Accepted,Subaru,SVX,2002,M,,Seminole,FALSE,4,TRUE,56,management,married,tertiary,0,830,1,1,56,management,married,tertiary,0,830,1,1,,6,may,1,-1,0,,17:54:01,18:14:02,1
92,HH54b683268b,,30,may,2,-1,0,,16:00:27,16:11:19,DidNotAccept,Chevrolet,Camaro,2011,F,,,TRUE,3,FALSE,33,blue-collar,single,secondary,0,-147,1,0,33,blue-collar,single,secondary,0,-147,1,0,,30,may,2,-1,0,,16:00:27,16:11:19,0
93,HH30a66315e9,,27,may,4,-1,0,,12:01:04,12:02:56,DidNotAccept,Buick,Reatta,1998,F,,,TRUE,4,TRUE,43,blue-collar,divorced,primary,0,6,1,0,43,blue-collar,divorced,primary,0,6,1,0,,27,may,4,-1,0,,12:01:04,12:02:56,0
94,HHba4306ceeb,telephone,21,nov,2,-1,0,,14:35:34,14:39:14,DidNotAccept,Mercedes-Benz,M-Class,2011,F,,,TRUE,3,FALSE,46,services,divorced,secondary,0,1263,1,0,46,services,divorced,secondary,0,1263,1,0,telephone,21,nov,2,-1,0,,14:35:34,14:39:14,0
95,HH1ea622dd93,,23,may,3,-1,0,,14:48:50,14:51:30,DidNotAccept,Suzuki,Daewoo Lacetti,2015,F,,Creek,FALSE,2,TRUE,39,blue-collar,married,secondary,0,293,1,0,39,blue-collar,married,secondary,0,293,1,0,,23,may,3,-1,0,,14:48:50,14:51:30,0
96,HH82e96fe9ad,cellular,25,jul,12,-1,0,,9:29:22,9:30:25,DidNotAccept,Ford,Mustang,1997,M,,,FALSE,2,TRUE,44,management,married,tertiary,0,446,0,0,44,management,married,tertiary,0,446,0,0,cellular,25,jul,12,-1,0,,09:29:22,09:30:25,0
97,HH3613182013,cellular,29,jan,2,-1,0,,16:59:18,17:03:29,DidNotAccept,Ford,F350,2003,M,,,FALSE,2,TRUE,48,management,divorced,tertiary,0,657,0,1,48,management,divorced,tertiary,0,657,0,1,cellular,29,jan,2,-1,0,,16:59:18,17:03:29,0
98,HH143fef2fa3,cellular,3,jun,1,-1,0,,14:55:41,15:04:40,Accepted,Pontiac,Fiero,1998,M,,,TRUE,4,TRUE,39,blue-collar,single,tertiary,0,48,0,0,39,blue-collar,single,tertiary,0,48,0,0,cellular,3,jun,1,-1,0,,14:55:41,15:04:40,1
99,HHcc7f1f0528,telephone,7,jul,5,-1,0,,12:42:06,12:42:52,DidNotAccept,Dodge,Dakota Club,2004,F,,,TRUE,1,TRUE,46,blue-collar,married,primary,0,3969,0,0,46,blue-collar,married,primary,0,3969,0,0,telephone,7,jul,5,-1,0,,12:42:06,12:42:52,0
100,HHbff59feb61,cellular,18,jan,2,95,4,failure,12:07:08,12:10:05,DidNotAccept,GMC,Jimmy,2002,M,,,FALSE,5,TRUE,19,student,single,primary,0,103,0,0,19,student,single,primary,0,103,0,0,cellular,18,jan,2,95,4,failure,12:07:08,12:10:05,0
101,HH3008ead5b0,cellular,16,apr,4,-1,0,,14:01:15,14:02:31,DidNotAccept,Porsche,968,2002,M,,,TRUE,5,FALSE,36,management,married,tertiary,0,753,0,0,36,management,married,tertiary,0,753,0,0,cellular,16,apr,4,-1,0,,14:01:15,14:02:31,0
102,HH58def17f56,,13,may,2,-1,0,,11:00:26,11:29:07,Accepted,Acura,RDX,2019,M,,,FALSE,4,TRUE,43,technician,married,secondary,0,3285,1,0,43,technician,married,secondary,0,3285,1,0,,13,may,2,-1,0,,11:00:26,11:29:07,1
103,HH7b7b089be4,cellular,19,jul,1,276,2,other,15:58:44,16:17:52,Accepted,Mercedes-Benz,CLK-Class,2016,M,,,FALSE,1,FALSE,46,technician,married,secondary,0,9299,0,0,46,technician,married,secondary,0,9299,0,0,cellular,19,jul,1,276,2,other,15:58:44,16:17:52,1
104,HH3eb40e367f,cellular,4,may,2,-1,0,,15:33:30,15:43:47,Accepted,Dodge,Ram Van 2500,2007,M,,,FALSE,1,FALSE,56,retired,married,primary,0,9367,0,0,56,retired,married,primary,0,9367,0,0,cellular,4,may,2,-1,0,,15:33:30,15:43:47,1
105,HH5b25e5dad6,cellular,17,nov,1,-1,0,,9:04:38,9:06:01,DidNotAccept,GMC,Envoy XL,2012,F,,,TRUE,5,TRUE,57,management,married,secondary,0,7162,0,0,57,management,married,secondary,0,7162,0,0,cellular,17,nov,1,-1,0,,09:04:38,09:06:01,0
106,HH120025957a,cellular,4,aug,1,-1,0,,17:40:32,17:50:32,Accepted,Toyota,RAV4,2010,M,$556.56 ,,TRUE,4,TRUE,33,technician,married,tertiary,0,1699,0,0,33,technician,married,tertiary,0,1699,0,0,cellular,4,aug,1,-1,0,,17:40:32,17:50:32,1
107,HH4325b23bc0,cellular,2,feb,1,-1,0,,15:36:46,15:39:04,DidNotAccept,Volkswagen,Cabriolet,2008,M,,Asian,FALSE,1,TRUE,41,admin.,married,secondary,0,437,1,0,41,admin.,married,secondary,0,437,1,0,cellular,2,feb,1,-1,0,,15:36:46,15:39:04,0
108,HH6b16c26d75,cellular,20,aug,2,-1,0,,10:53:20,10:56:35,DidNotAccept,,Blackwood,2013,M,,,TRUE,1,FALSE,31,management,married,tertiary,0,69,0,0,31,management,married,tertiary,0,69,0,0,cellular,20,aug,2,-1,0,,10:53:20,10:56:35,0
109,HH76cc97573e,cellular,25,may,1,-1,0,,10:43:50,10:48:22,Accepted,Scion,xA,2016,F,,,TRUE,3,TRUE,52,management,married,tertiary,0,388,0,0,52,management,married,tertiary,0,388,0,0,cellular,25,may,1,-1,0,,10:43:50,10:48:22,1
110,HH455935cfb3,telephone,14,jul,4,-1,0,,9:09:36,9:11:39,DidNotAccept,Lexus,,2019,M,,Eskimo,TRUE,1,FALSE,48,blue-collar,single,secondary,0,339,0,1,48,blue-collar,single,secondary,0,339,0,1,telephone,14,jul,4,-1,0,,09:09:36,09:11:39,0
111,HH658a5d29f5,cellular,7,jul,4,-1,0,,13:53:23,14:01:37,Accepted,GMC,Savana 2500,2012,F,,Osage,TRUE,2,FALSE,55,blue-collar,married,secondary,0,49,1,0,55,blue-collar,married,secondary,0,49,1,0,cellular,7,jul,4,-1,0,,13:53:23,14:01:37,1
112,HHd96675f397,cellular,2,jun,2,-1,0,,9:39:02,9:41:42,Accepted,Bentley,Continental,2015,F,,,TRUE,4,FALSE,50,technician,married,secondary,0,3370,0,0,50,technician,married,secondary,0,3370,0,0,cellular,2,jun,2,-1,0,,09:39:02,09:41:42,1
113,HHde2575c1bf,,28,may,4,-1,0,,12:21:46,12:23:07,DidNotAccept,Mercedes-Benz,CLS-Class,2019,F,,Cree,FALSE,3,FALSE,33,blue-collar,single,secondary,0,-366,1,0,33,blue-collar,single,secondary,0,-366,1,0,,28,may,4,-1,0,,12:21:46,12:23:07,0
114,HHbb44460976,cellular,2,mar,2,-1,0,,15:56:53,15:58:06,DidNotAccept,Nissan,Armada,2015,M,$966.32 ,,FALSE,1,FALSE,31,management,married,tertiary,0,2667,1,0,31,management,married,tertiary,0,2667,1,0,cellular,2,mar,2,-1,0,,15:56:53,15:58:06,0
115,HHad6f53eeae,,26,may,3,-1,0,,13:13:32,13:16:11,DidNotAccept,Ford,Taurus,2012,F,,,FALSE,3,FALSE,33,admin.,married,tertiary,0,899,1,0,33,admin.,married,tertiary,0,899,1,0,,26,may,3,-1,0,,13:13:32,13:16:11,0
116,HHab96afc4de,cellular,30,apr,1,86,3,success,10:34:28,10:39:25,Accepted,Toyota,MR2,2002,M,,,TRUE,5,TRUE,31,management,married,tertiary,0,1331,0,0,31,management,married,tertiary,0,1331,0,0,cellular,30,apr,1,86,3,success,10:34:28,10:39:25,1
117,HHea2c60536b,cellular,30,jul,4,-1,0,,16:23:41,16:32:44,Accepted,Pontiac,Trans Sport,2007,M,$53.55 ,,TRUE,2,FALSE,37,services,married,secondary,0,4151,1,1,37,services,married,secondary,0,4151,1,1,cellular,30,jul,4,-1,0,,16:23:41,16:32:44,1
118,HHc4d3f71f90,cellular,4,feb,5,184,1,success,17:49:48,17:51:22,Accepted,Buick,Coachbuilder,2004,M,,,TRUE,2,FALSE,62,retired,married,secondary,0,569,0,0,62,retired,married,secondary,0,569,0,0,cellular,4,feb,5,184,1,success,17:49:48,17:51:22,1
119,HH4203ba42df,cellular,10,aug,1,728,2,failure,14:38:11,14:45:38,Accepted,Chrysler,Crossfire,2016,M,,,TRUE,2,TRUE,33,management,married,tertiary,0,1514,0,0,33,management,married,tertiary,0,1514,0,0,cellular,10,aug,1,728,2,failure,14:38:11,14:45:38,1
120,HH63eeee394e,cellular,28,jul,5,-1,0,,13:33:23,13:36:08,DidNotAccept,Dodge,Dakota,2010,M,,,TRUE,4,FALSE,40,management,married,tertiary,1,0,0,0,40,management,married,tertiary,1,0,0,0,cellular,28,jul,5,-1,0,,13:33:23,13:36:08,0
121,HH1660e2d94d,cellular,6,feb,1,-1,0,,11:44:15,11:46:36,Accepted,Pontiac,Trans Sport,2007,F,,,TRUE,1,FALSE,37,technician,single,tertiary,0,6101,0,0,37,technician,single,tertiary,0,6101,0,0,cellular,6,feb,1,-1,0,,11:44:15,11:46:36,1
122,HH7b8a8ac364,cellular,30,dec,2,-1,0,,10:08:32,10:14:41,Accepted,Honda,FCX Clarity,2019,F,,Melanesian,FALSE,3,TRUE,46,management,divorced,tertiary,0,461,0,0,46,management,divorced,tertiary,0,461,0,0,cellular,30,dec,2,-1,0,,10:08:32,10:14:41,1
123,HH73aed61889,telephone,9,nov,1,-1,0,,13:54:34,13:57:55,Accepted,Lincoln,Continental Mark VII,2002,M,,Latin American Indian,FALSE,1,TRUE,64,entrepreneur,married,tertiary,0,2331,0,0,64,entrepreneur,married,tertiary,0,2331,0,0,telephone,9,nov,1,-1,0,,13:54:34,13:57:55,1
124,HHe939293e89,,20,jun,2,-1,0,,14:40:48,14:57:01,Accepted,Dodge,Stratus,2015,M,,,TRUE,4,TRUE,43,unemployed,married,primary,0,519,0,0,43,unemployed,married,primary,0,519,0,0,,20,jun,2,-1,0,,14:40:48,14:57:01,1
125,HH316179b722,cellular,15,sep,2,105,2,success,16:20:13,16:22:00,Accepted,Lamborghini,Countach,1995,F,,,FALSE,4,TRUE,57,blue-collar,married,primary,0,3109,0,0,57,blue-collar,married,primary,0,3109,0,0,cellular,15,sep,2,105,2,success,16:20:13,16:22:00,1
126,HH516248cf1c,cellular,10,jul,5,-1,0,,9:10:06,9:12:47,DidNotAccept,Volvo,XC90,2019,F,,,FALSE,2,FALSE,58,retired,divorced,primary,0,11,0,1,58,retired,divorced,primary,0,11,0,1,cellular,10,jul,5,-1,0,,09:10:06,09:12:47,0
127,HH3e2f631f85,cellular,22,aug,2,-1,0,,15:18:48,15:29:59,Accepted,Mazda,Mazda3,2018,F,,,TRUE,4,TRUE,32,technician,divorced,tertiary,0,53,0,0,32,technician,divorced,tertiary,0,53,0,0,cellular,22,aug,2,-1,0,,15:18:48,15:29:59,1
128,HHfda17621a9,cellular,20,nov,2,122,2,other,12:28:18,12:49:16,Accepted,Ford,F150,2013,M,,,TRUE,5,FALSE,43,blue-collar,married,secondary,0,699,1,1,43,blue-collar,married,secondary,0,699,1,1,cellular,20,nov,2,122,2,other,12:28:18,12:49:16,1
129,HHd7b17d15eb,cellular,21,nov,1,-1,0,,9:39:08,10:05:19,Accepted,Hummer,H1,2016,M,,,FALSE,5,FALSE,30,student,single,tertiary,0,3300,0,0,30,student,single,tertiary,0,3300,0,0,cellular,21,nov,1,-1,0,,09:39:08,10:05:19,1
130,HH565b1f470d,cellular,19,aug,2,-1,0,,12:58:37,13:00:19,DidNotAccept,Audi,RS 4,2018,M,,,TRUE,4,TRUE,45,admin.,married,secondary,0,251,1,0,45,admin.,married,secondary,0,251,1,0,cellular,19,aug,2,-1,0,,12:58:37,13:00:19,0
131,HHf13fc288db,telephone,9,jul,3,-1,0,,9:00:50,9:04:56,DidNotAccept,BMW,Z3,2006,M,,,TRUE,5,FALSE,56,management,married,tertiary,0,318,0,1,56,management,married,tertiary,0,318,0,1,telephone,9,jul,3,-1,0,,09:00:50,09:04:56,0
132,HH1bb8f13f8a,cellular,28,dec,1,-1,0,,14:48:36,15:03:29,Accepted,Lamborghini,Diablo,2002,M,,Spaniard,TRUE,4,FALSE,44,management,married,,0,2724,0,0,44,management,married,,0,2724,0,0,cellular,28,dec,1,-1,0,,14:48:36,15:03:29,1
133,HHdcdb591f50,cellular,13,mar,1,-1,0,,14:49:47,14:56:59,DidNotAccept,Saab,900,2007,M,,,TRUE,5,TRUE,61,management,married,tertiary,0,5157,0,0,61,management,married,tertiary,0,5157,0,0,cellular,13,mar,1,-1,0,,14:49:47,14:56:59,0
134,HHc5e24892ac,cellular,16,apr,1,317,1,failure,15:20:49,15:25:58,DidNotAccept,Aston Martin,Vantage,2019,M,,,TRUE,4,TRUE,37,technician,divorced,tertiary,0,1762,1,0,37,technician,divorced,tertiary,0,1762,1,0,cellular,16,apr,1,317,1,failure,15:20:49,15:25:58,0
135,HH1ce2f2f7f1,cellular,9,jul,1,-1,0,,12:13:08,12:14:25,DidNotAccept,BMW,,2018,M,,,TRUE,2,TRUE,56,retired,married,secondary,0,343,0,1,56,retired,married,secondary,0,343,0,1,cellular,9,jul,1,-1,0,,12:13:08,12:14:25,0
136,HH822a6012d6,cellular,20,aug,1,90,4,other,13:37:21,13:42:14,Accepted,Dodge,Dakota Club,2007,M,,,TRUE,3,FALSE,46,admin.,married,secondary,0,368,0,0,46,admin.,married,secondary,0,368,0,0,cellular,20,aug,1,90,4,other,13:37:21,13:42:14,1
137,HH20126da885,cellular,21,nov,1,-1,0,,14:54:56,15:05:44,Accepted,Dodge,Avenger,2007,M,,Malaysian,FALSE,5,TRUE,39,management,divorced,tertiary,0,1968,0,0,39,management,divorced,tertiary,0,1968,0,0,cellular,21,nov,1,-1,0,,14:54:56,15:05:44,1
138,HHc3ac5858f6,cellular,3,jul,1,-1,0,,11:43:28,11:46:51,Accepted,Isuzu,Space,2004,F,$905.07 ,Peruvian,FALSE,1,FALSE,27,services,single,secondary,0,302,0,0,27,services,single,secondary,0,302,0,0,cellular,3,jul,1,-1,0,,11:43:28,11:46:51,1
139,HH83a106c735,cellular,14,may,1,290,2,failure,14:36:30,14:37:44,DidNotAccept,Geo,Tracker,2006,M,$643.50 ,Thai,FALSE,3,TRUE,33,blue-collar,single,primary,0,60,1,0,33,blue-collar,single,primary,0,60,1,0,cellular,14,may,1,290,2,failure,14:36:30,14:37:44,0
140,HHa2b3d9d97c,cellular,9,aug,3,94,4,success,16:32:21,16:34:46,DidNotAccept,,,2017,M,,,TRUE,2,TRUE,52,technician,married,tertiary,0,0,0,0,52,technician,married,tertiary,0,0,0,0,cellular,9,aug,3,94,4,success,16:32:21,16:34:46,0
141,HHee6750e326,cellular,12,may,2,-1,0,,11:53:00,11:56:00,DidNotAccept,Mazda,Protege,2008,M,,,FALSE,4,TRUE,45,blue-collar,married,secondary,0,3092,1,1,45,blue-collar,married,secondary,0,3092,1,1,cellular,12,may,2,-1,0,,11:53:00,11:56:00,0
142,HHe99d5ea598,cellular,4,feb,1,-1,0,,10:40:58,10:49:33,DidNotAccept,Infiniti,M,2013,M,$5.62 ,Asian,TRUE,2,TRUE,30,unemployed,single,secondary,0,1058,0,0,30,unemployed,single,secondary,0,1058,0,0,cellular,4,feb,1,-1,0,,10:40:58,10:49:33,0
143,HH320c5cbe5e,cellular,28,jul,3,-1,0,,14:48:33,14:49:04,DidNotAccept,Dodge,,2018,F,,,TRUE,3,TRUE,46,services,married,secondary,0,53,0,1,46,services,married,secondary,0,53,0,1,cellular,28,jul,3,-1,0,,14:48:33,14:49:04,0
144,HHf5dc303bdb,cellular,17,apr,1,-1,0,,14:38:19,14:40:34,DidNotAccept,Bentley,Continental,2018,F,,,FALSE,4,FALSE,32,services,single,secondary,0,-402,1,0,32,services,single,secondary,0,-402,1,0,cellular,17,apr,1,-1,0,,14:38:19,14:40:34,0
145,HH9ed4c29e13,telephone,29,jan,2,-1,0,,15:27:45,15:34:28,Accepted,Audi,riolet,2004,M,,Colville,FALSE,3,FALSE,62,entrepreneur,married,secondary,0,3904,0,0,62,entrepreneur,married,secondary,0,3904,0,0,telephone,29,jan,2,-1,0,,15:27:45,15:34:28,1
146,HH4df40f8db8,cellular,13,jul,1,412,1,other,11:54:26,12:02:21,Accepted,Lexus,IS,2013,F,,,TRUE,1,FALSE,24,student,single,secondary,0,1123,0,0,24,student,single,secondary,0,1123,0,0,cellular,13,jul,1,412,1,other,11:54:26,12:02:21,1
147,HH7fd2ad651a,telephone,29,oct,3,155,3,other,16:29:33,16:33:13,Accepted,Mercury,,2006,M,,,FALSE,3,TRUE,47,management,single,tertiary,0,159,0,0,47,management,single,tertiary,0,159,0,0,telephone,29,oct,3,155,3,other,16:29:33,16:33:13,1
148,HH53f4ec50cd,,8,may,1,-1,0,,13:07:31,13:09:45,DidNotAccept,,X5 M,2019,M,,,FALSE,3,FALSE,32,blue-collar,single,secondary,0,5,1,1,32,blue-collar,single,secondary,0,5,1,1,,8,may,1,-1,0,,13:07:31,13:09:45,0
149,HH5183ac1e85,,9,jun,2,-1,0,,13:51:31,14:00:44,DidNotAccept,Nissan,Titan,2016,F,,Puerto Rican,TRUE,1,FALSE,38,blue-collar,married,primary,0,3289,0,0,38,blue-collar,married,primary,0,3289,0,0,,9,jun,2,-1,0,,13:51:31,14:00:44,0
150,HH031400227a,cellular,15,may,1,350,8,failure,10:01:23,10:04:28,DidNotAccept,Eagle,Talon,2002,M,,,FALSE,3,FALSE,36,technician,single,tertiary,0,391,1,0,36,technician,single,tertiary,0,391,1,0,cellular,15,may,1,350,8,failure,10:01:23,10:04:28,0
151,HH53e2c5eab2,cellular,27,aug,4,92,1,failure,10:43:06,10:54:46,Accepted,Pontiac,Grand Prix,1974,F,,,TRUE,3,FALSE,57,management,divorced,,0,854,0,0,57,management,divorced,,0,854,0,0,cellular,27,aug,4,92,1,failure,10:43:06,10:54:46,1
152,HH68ea78a2b4,cellular,12,oct,1,-1,0,,10:02:40,10:05:06,Accepted,Infiniti,QX,2014,M,,,TRUE,3,TRUE,73,retired,divorced,secondary,0,7111,1,0,73,retired,divorced,secondary,0,7111,1,0,cellular,12,oct,1,-1,0,,10:02:40,10:05:06,1
153,HH62a0b673fd,,30,may,1,-1,0,,12:47:28,12:51:22,DidNotAccept,Ferrari,F430,2019,F,,Ottawa,TRUE,3,FALSE,55,technician,divorced,tertiary,0,0,1,0,55,technician,divorced,tertiary,0,0,1,0,,30,may,1,-1,0,,12:47:28,12:51:22,0
154,HH3ffff1b607,cellular,2,jun,2,-1,0,,15:48:27,15:56:29,Accepted,Ford,F150,2004,M,,,TRUE,2,TRUE,57,blue-collar,married,primary,0,3109,0,0,57,blue-collar,married,primary,0,3109,0,0,cellular,2,jun,2,-1,0,,15:48:27,15:56:29,1
155,HHcaddfd7c5d,cellular,12,apr,3,-1,0,,9:58:20,10:01:16,Accepted,BMW,M5,2011,F,,,TRUE,4,TRUE,25,unemployed,single,primary,0,129,0,0,25,unemployed,single,primary,0,129,0,0,cellular,12,apr,3,-1,0,,09:58:20,10:01:16,1
156,HH6ba8a9c6ce,cellular,4,aug,1,1,8,success,17:08:06,17:12:54,Accepted,Suzuki,SJ,2004,M,,,FALSE,1,FALSE,62,retired,married,secondary,0,569,0,0,62,retired,married,secondary,0,569,0,0,cellular,4,aug,1,1,8,success,17:08:06,17:12:54,1
157,HHffba30578e,,3,jun,1,-1,0,,13:59:32,14:01:22,DidNotAccept,Dodge,Stratus,2007,F,,Colville,TRUE,3,TRUE,45,technician,married,secondary,0,4466,1,0,45,technician,married,secondary,0,4466,1,0,,3,jun,1,-1,0,,13:59:32,14:01:22,0
158,HH1ca4dde0f1,cellular,21,nov,2,179,3,other,17:24:04,17:24:23,DidNotAccept,Chevrolet,,2005,M,,,TRUE,2,FALSE,56,blue-collar,married,secondary,0,1521,1,1,56,blue-collar,married,secondary,0,1521,1,1,cellular,21,nov,2,179,3,other,17:24:04,17:24:23,0
159,HHf28a9cb962,cellular,19,nov,1,-1,0,,9:40:58,9:41:58,DidNotAccept,Jaguar,S-Type,2018,M,,,TRUE,1,FALSE,33,management,single,tertiary,0,8038,1,0,33,management,single,tertiary,0,8038,1,0,cellular,19,nov,1,-1,0,,09:40:58,09:41:58,0
160,HH632ba6f235,,13,apr,1,-1,0,,13:49:02,13:51:04,Accepted,Mitsubishi,Galant,2019,F,,,FALSE,3,FALSE,45,blue-collar,single,primary,0,116,0,0,45,blue-collar,single,primary,0,116,0,0,,13,apr,1,-1,0,,13:49:02,13:51:04,1
161,HHa1c75cca2a,cellular,27,may,2,-1,0,,17:50:43,17:57:40,Accepted,,Grand Caravan,2018,M,,,TRUE,5,TRUE,63,blue-collar,married,secondary,0,641,0,0,63,blue-collar,married,secondary,0,641,0,0,cellular,27,may,2,-1,0,,17:50:43,17:57:40,1
162,HHc8baf51f2c,,19,jun,4,-1,0,,16:58:34,17:00:07,DidNotAccept,Chevrolet,Camaro,,M,,,FALSE,1,FALSE,57,retired,married,secondary,0,2020,0,0,57,retired,married,secondary,0,2020,0,0,,19,jun,4,-1,0,,16:58:34,17:00:07,0
163,HH021b6ec2cc,cellular,20,aug,4,-1,0,,9:16:18,9:17:28,DidNotAccept,Chrysler,,2019,F,,,TRUE,1,FALSE,60,retired,married,secondary,0,208,0,0,60,retired,married,secondary,0,208,0,0,cellular,20,aug,4,-1,0,,09:16:18,09:17:28,0
164,HH28cf708b70,cellular,15,feb,3,189,1,success,16:53:39,17:00:13,Accepted,Pontiac,Solstice,2018,F,,,FALSE,2,TRUE,61,self-employed,divorced,tertiary,0,52587,0,0,61,self-employed,divorced,tertiary,0,52587,0,0,cellular,15,feb,3,189,1,success,16:53:39,17:00:13,1
165,HH473d543aa5,,20,jun,6,-1,0,,13:03:46,13:03:59,DidNotAccept,GMC,Safari,2011,M,$328.31 ,,FALSE,2,TRUE,56,blue-collar,married,secondary,0,2561,0,0,56,blue-collar,married,secondary,0,2561,0,0,,20,jun,6,-1,0,,13:03:46,13:03:59,0
166,HHcf399ce0f5,,9,may,1,-1,0,,10:04:16,10:15:10,Accepted,Mitsubishi,Mirage,2005,F,,,TRUE,4,TRUE,26,blue-collar,single,secondary,0,82,1,0,26,blue-collar,single,secondary,0,82,1,0,,9,may,1,-1,0,,10:04:16,10:15:10,1
167,HHa690c3f539,cellular,9,feb,2,-1,0,,17:48:25,17:49:25,DidNotAccept,Ford,Thunderbird,2004,F,,Panamanian,FALSE,2,TRUE,58,unemployed,divorced,secondary,0,729,0,1,58,unemployed,divorced,secondary,0,729,0,1,cellular,9,feb,2,-1,0,,17:48:25,17:49:25,0
168,HH1b351133b6,cellular,22,aug,2,-1,0,,10:21:06,10:30:31,Accepted,Kia,Rondo,2018,F,,,TRUE,3,FALSE,46,services,married,secondary,0,273,0,0,46,services,married,secondary,0,273,0,0,cellular,22,aug,2,-1,0,,10:21:06,10:30:31,1
169,HHddc5d7e1fe,cellular,20,apr,5,-1,0,,10:14:42,10:18:29,Accepted,Saturn,,2019,M,,Ecuadorian,FALSE,1,FALSE,28,management,single,secondary,0,2840,0,0,28,management,single,secondary,0,2840,0,0,cellular,20,apr,5,-1,0,,10:14:42,10:18:29,1
170,HH2db0b81ec2,,3,jul,3,-1,0,,16:38:41,16:42:31,DidNotAccept,Buick,Enclave,2019,M,,Micronesian,FALSE,2,TRUE,57,technician,married,secondary,0,253,0,1,57,technician,married,secondary,0,253,0,1,,3,jul,3,-1,0,,16:38:41,16:42:31,0
171,HHe5e4af9a76,telephone,31,jul,7,-1,0,,10:46:54,10:47:49,DidNotAccept,Mazda,929,2005,M,,,TRUE,3,FALSE,36,technician,single,secondary,0,2921,0,0,36,technician,single,secondary,0,2921,0,0,telephone,31,jul,7,-1,0,,10:46:54,10:47:49,0
172,HHa9ff3f516a,cellular,21,nov,1,-1,0,,13:55:29,14:00:26,DidNotAccept,Mercedes-Benz,400E,2003,F,,,TRUE,1,FALSE,44,blue-collar,married,secondary,0,16178,1,0,44,blue-collar,married,secondary,0,16178,1,0,cellular,21,nov,1,-1,0,,13:55:29,14:00:26,0
173,HH0191cb3776,cellular,18,mar,1,290,3,success,9:10:43,9:16:45,Accepted,Ford,Focus,,M,,,FALSE,2,FALSE,54,services,divorced,secondary,0,0,0,0,54,services,divorced,secondary,0,0,0,0,cellular,18,mar,1,290,3,success,09:10:43,09:16:45,1
174,HH3986c74e6d,cellular,16,nov,4,-1,0,,11:41:55,12:07:51,Accepted,Toyota,Tacoma,2019,F,$552.30 ,Cheyenne,TRUE,1,FALSE,38,technician,married,secondary,0,557,1,0,38,technician,married,secondary,0,557,1,0,cellular,16,nov,4,-1,0,,11:41:55,12:07:51,1
175,HHc6bed78d0e,cellular,28,aug,8,-1,0,,9:34:44,9:40:57,DidNotAccept,Lincoln,Continental,2012,F,,Hmong,TRUE,2,TRUE,34,management,single,tertiary,0,4348,1,0,34,management,single,tertiary,0,4348,1,0,cellular,28,aug,8,-1,0,,09:34:44,09:40:57,0
176,HH23a510c2ae,,9,may,3,-1,0,,11:14:40,11:15:24,DidNotAccept,Chevrolet,Cavalier,2010,M,,,TRUE,4,FALSE,27,services,single,secondary,0,683,1,0,27,services,single,secondary,0,683,1,0,,9,may,3,-1,0,,11:14:40,11:15:24,0
177,HH7911908e5f,cellular,13,oct,1,92,5,success,10:19:56,10:23:06,Accepted,Suzuki,Verona,2014,F,,,FALSE,5,TRUE,29,self-employed,single,tertiary,0,1579,0,0,29,self-employed,single,tertiary,0,1579,0,0,cellular,13,oct,1,92,5,success,10:19:56,10:23:06,1
178,HHe8596d0ee4,,8,may,3,-1,0,,9:18:31,9:22:29,DidNotAccept,Dodge,Ram 2500 Club,2009,F,,,TRUE,1,FALSE,31,blue-collar,married,tertiary,0,2827,1,0,31,blue-collar,married,tertiary,0,2827,1,0,,8,may,3,-1,0,,09:18:31,09:22:29,0
179,HH296a4e224c,cellular,29,sep,1,120,2,failure,9:30:25,9:33:04,Accepted,GMC,Envoy XL,2015,M,,,FALSE,5,TRUE,50,technician,divorced,secondary,0,0,0,0,50,technician,divorced,secondary,0,0,0,0,cellular,29,sep,1,120,2,failure,09:30:25,09:33:04,1
180,HHe6991eb235,cellular,26,aug,1,-1,0,,11:56:00,12:06:24,Accepted,Isuzu,Amigo,2004,F,,,TRUE,5,TRUE,60,retired,married,tertiary,0,108,0,0,60,retired,married,tertiary,0,108,0,0,cellular,26,aug,1,-1,0,,11:56:00,12:06:24,1
